node_label	node_type	node_count	example_files
thin peptidoglycan layer	CELLULAR_LOCALIZATION	2	data/traits/morphology/gram_negative.yaml|data/traits/morphology/gram_variable.yaml
alcohol decolorization	EXPERIMENTAL_FACTOR	2	data/traits/morphology/gram_positive.yaml|data/traits/morphology/gram_stain.yaml
iodine mordant	CHEMICAL	2	data/traits/morphology/gram_positive.yaml|data/traits/morphology/gram_stain.yaml
variable cell geometry	BIOLOGICAL_PROCESS	2	data/traits/morphology/irregular_shaped.yaml|data/traits/morphology/pleomorphic_shaped.yaml
flagellar motor	GENE_OR_PROTEIN	2	data/traits/morphology/motile.yaml|data/traits/morphology/motility.yaml
chea histidine kinase	GENE_OR_PROTEIN	2	data/traits/morphology/motile.yaml|data/traits/physiology/chemotaxis.yaml
chey response regulator	GENE_OR_PROTEIN	2	data/traits/morphology/motile.yaml|data/traits/physiology/chemotaxis.yaml
type iv pilus extension	BIOLOGICAL_PROCESS	2	data/traits/morphology/motile.yaml|data/traits/morphology/twitching_motility.yaml
ftsz treadmilling	BIOLOGICAL_PROCESS	2	data/traits/morphology/ovoid_shaped.yaml|data/traits/morphology/sphere_shaped.yaml
bactofilins	GENE_OR_PROTEIN	2	data/traits/morphology/prosthecate.yaml|data/traits/morphology/star_shaped.yaml
bactofilin polymers	GENE_OR_PROTEIN	2	data/traits/morphology/ring_shaped.yaml|data/traits/morphology/tailed_shaped.yaml
cell curvature	QUALITY	2	data/traits/morphology/ring_shaped.yaml|data/traits/morphology/spiral_shaped.yaml
peptidoglycan hydrolases	GENE_OR_PROTEIN	2	data/traits/morphology/sarcina_arrangement.yaml|data/traits/morphology/streptococcus_arrangement.yaml
daughter-cell separation	BIOLOGICAL_PROCESS	2	data/traits/morphology/sarcina_arrangement.yaml|data/traits/morphology/streptococcus_arrangement.yaml
peptidoglycan remodeling	BIOLOGICAL_PROCESS	2	data/traits/morphology/spiral_shaped.yaml|data/traits/morphology/streptococcus_arrangement.yaml
periplasmic flagella	ORGANELLE	2	data/traits/morphology/spiral_shaped.yaml|data/traits/morphology/spirochete_shaped.yaml
dissolved inorganic carbon	CHEMICAL	2	data/traits/physiology/autotrophic.yaml|data/traits/physiology/chemolithoautotrophic.yaml
respiratory energy conservation	BIOLOGICAL_PROCESS	2	data/traits/physiology/chemoautotrophic.yaml|data/traits/physiology/lithoautotrophic.yaml
dissolved inorganic carbon transporter	GENE_OR_PROTEIN	2	data/traits/physiology/chemoautotrophic.yaml|data/traits/physiology/chemolithoautotrophic.yaml
reduced sulfur compound	CHEMICAL	2	data/traits/physiology/chemolithoheterotrophic.yaml|data/traits/physiology/lithotrophic.yaml
cellular carbon	BIOLOGICAL_PROCESS	2	data/traits/physiology/hydrogenotrophic.yaml|data/traits/physiology/lithoautotrophic.yaml
proton motive force	CAPACITY	2	data/traits/physiology/lithoautotrophic.yaml|data/traits/physiology/phototrophic.yaml
fe(ii) oxidation	BIOLOGICAL_PROCESS	2	data/traits/physiology/lithoheterotrophic.yaml|data/traits/physiology/photolithotrophic.yaml
methanol dehydrogenase	GENE_OR_PROTEIN	2	data/traits/physiology/methanotrophic.yaml|data/traits/physiology/methylotrophic.yaml
dissolved organic matter	CHEMICAL	2	data/traits/physiology/mixotrophic.yaml|data/traits/physiology/photoheterotrophic.yaml
(p)ppgpp	CHEMICAL	2	data/traits/physiology/stress_response.yaml|data/traits/physiology/viable_but_nonculturable_state.yaml
metazoan-adapted virulence factors	GENE_OR_PROTEIN	1	data/traits/ecology/animal_pathogen.yaml
animal tissue colonization	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
animal disease	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
attachment to host cells and mucosa	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
complement-regulator-binding surface proteins	GENE_OR_PROTEIN	1	data/traits/ecology/animal_pathogen.yaml
complement evasion	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
effector delivery into host-cell cytoplasm	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
effector/toxin translocation into target cells	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
low-iron host environment	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/animal_pathogen.yaml
siderophore biosynthesis gene expression	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
tonb-dependent transporters	GENE_OR_PROTEIN	1	data/traits/ecology/animal_pathogen.yaml
siderophore-fe3+ complex import	BIOLOGICAL_PROCESS	1	data/traits/ecology/animal_pathogen.yaml
extracellular polymeric substance matrix	CHEMICAL	1	data/traits/ecology/biofilm_formation.yaml
planktonic cell	STATE	1	data/traits/ecology/biofilm_formation.yaml
amenable surface	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/biofilm_formation.yaml
bis(3'-5')-cyclic dimeric gmp (c-di-gmp)	CHEMICAL	1	data/traits/ecology/biofilm_formation.yaml
sessile state	STATE	1	data/traits/ecology/biofilm_formation.yaml
biofilm dispersal	BIOLOGICAL_PROCESS	1	data/traits/ecology/biofilm_formation.yaml
extracellular dna (edna)	CHEMICAL	1	data/traits/ecology/biofilm_formation.yaml
amyloid-like fibers	CHEMICAL	1	data/traits/ecology/biofilm_formation.yaml
quorum sensing autoinducers (ahl/aip/ai-2)	CHEMICAL	1	data/traits/ecology/biofilm_formation.yaml
pathogen hazard properties	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level.yaml
containment requirements	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level.yaml
hazard identification and risk assessment	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level.yaml
risk group classification (rg1-rg4)	QUALITY	1	data/traits/ecology/biosafety_level.yaml
aerosol/inhalation transmission route	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level.yaml
bsl-3 containment requirement	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level.yaml
lack of effective treatment or vaccine	QUALITY	1	data/traits/ecology/biosafety_level.yaml
bsl-4 containment requirement	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level.yaml
infectious dose	QUALITY	1	data/traits/ecology/biosafety_level.yaml
low pathogen hazard	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_1.yaml
low-risk agent	QUALITY	1	data/traits/ecology/biosafety_level_1.yaml
standard microbiological practices	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_1.yaml
hand washing	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_1.yaml
biosafety risk assessment factors	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_1.yaml
biosafety level selection	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_1.yaml
specific virulence traits	GENE_OR_PROTEIN	1	data/traits/ecology/biosafety_level_1.yaml
disease causation	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_1.yaml
moderate pathogen hazard	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_2.yaml
risk group 2 pathogen	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_2.yaml
pathogenicity	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_2.yaml
mode and ease of transmission	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_2.yaml
aerosol- or splash-generating procedure	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_2.yaml
biological safety cabinet class i/ii	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_2.yaml
appropriate personal protective equipment	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_2.yaml
restricted laboratory access	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_2.yaml
serious pathogen hazard	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_3.yaml
aerosol transmission risk	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
negative pressure directional airflow	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
hepa filtration of exhaust air	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
boundary integrity testing	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
pressure decay testing	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
iso 35001 biorisk management system	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_3.yaml
laboratory-acquired infection	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_3.yaml
extreme pathogen hazard	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_4.yaml
life-threatening disease	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_4.yaml
absence of effective prevention or treatment	STATE	1	data/traits/ecology/biosafety_level_4.yaml
high risk of aerosol-transmitted laboratory infection	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_4.yaml
positive-pressure air-supplied suit	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_4.yaml
airlock	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_4.yaml
decontamination shower	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_4.yaml
specialized waste disposal	EXPERIMENTAL_FACTOR	1	data/traits/ecology/biosafety_level_4.yaml
enhanced pathogen hazard	BIOLOGICAL_PROCESS	1	data/traits/ecology/biosafety_level_5.yaml
neutral host fitness effect	QUALITY	1	data/traits/ecology/commensalism.yaml
secretory iga	GENE_OR_PROTEIN	1	data/traits/ecology/commensalism.yaml
host mucus / mucins	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/commensalism.yaml
bacterial glycan-binding proteins	GENE_OR_PROTEIN	1	data/traits/ecology/commensalism.yaml
attachment to mucin	BIOLOGICAL_PROCESS	1	data/traits/ecology/commensalism.yaml
extracellular glucan / eps production	BIOLOGICAL_PROCESS	1	data/traits/ecology/commensalism.yaml
eps biofilm matrix	CELLULAR_LOCALIZATION	1	data/traits/ecology/commensalism.yaml
protection from shear and antimicrobials	QUALITY	1	data/traits/ecology/commensalism.yaml
low virulence / no detectable host cost	QUALITY	1	data/traits/ecology/commensalism.yaml
intracellular host localization	CELLULAR_LOCALIZATION	1	data/traits/ecology/endosymbiosis.yaml
confined intracellular habitat	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/endosymbiosis.yaml
metabolic gene loss	BIOLOGICAL_PROCESS	1	data/traits/ecology/endosymbiosis.yaml
transmission bottleneck	BIOLOGICAL_PROCESS	1	data/traits/ecology/endosymbiosis.yaml
limited recombination	BIOLOGICAL_PROCESS	1	data/traits/ecology/endosymbiosis.yaml
host-symbiont amino-acid pathway complementarity	BIOLOGICAL_PROCESS	1	data/traits/ecology/endosymbiosis.yaml
nutritional compensation	BIOLOGICAL_PROCESS	1	data/traits/ecology/endosymbiosis.yaml
dependence on the intracellular environment	STATE	1	data/traits/ecology/endosymbiosis.yaml
environmental habitat	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/free_living.yaml
complete metabolic capacity for carbon/nitrogen/sulfur/cofactors	CAPACITY	1	data/traits/ecology/free_living.yaml
osmotic stress tolerance	BIOLOGICAL_PROCESS	1	data/traits/ecology/free_living.yaml
ectoine biosynthetic pathway	PATHWAY	1	data/traits/ecology/free_living.yaml
glycine betaine transport/biosynthesis	PATHWAY	1	data/traits/ecology/free_living.yaml
trehalose biosynthesis/transport	PATHWAY	1	data/traits/ecology/free_living.yaml
stress tolerance in fluctuating environments	BIOLOGICAL_PROCESS	1	data/traits/ecology/free_living.yaml
gastrointestinal tract habitat	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/gut_associated.yaml
host metabolic contribution	BIOLOGICAL_PROCESS	1	data/traits/ecology/gut_associated.yaml
adhesion to intestinal mucus/epithelium	BIOLOGICAL_PROCESS	1	data/traits/ecology/gut_associated.yaml
bile acids/bile salts	CHEMICAL	1	data/traits/ecology/gut_associated.yaml
paneth-cell antimicrobial peptides	CHEMICAL	1	data/traits/ecology/gut_associated.yaml
bacterial growth in small intestine	BIOLOGICAL_PROCESS	1	data/traits/ecology/gut_associated.yaml
intestinal peristalsis	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/gut_associated.yaml
colonization/retention in duodenum	BIOLOGICAL_PROCESS	1	data/traits/ecology/gut_associated.yaml
limitation of colonic luminal oxygen diffusion	BIOLOGICAL_PROCESS	1	data/traits/ecology/gut_associated.yaml
primary-fermenter-dominated community	STATE	1	data/traits/ecology/gut_associated.yaml
microbial community composition	QUALITY	1	data/traits/ecology/habitat_association.yaml
deterministic selection in community assembly	BIOLOGICAL_PROCESS	1	data/traits/ecology/habitat_association.yaml
ecological drift in community assembly	BIOLOGICAL_PROCESS	1	data/traits/ecology/habitat_association.yaml
dispersal limitation in community assembly	BIOLOGICAL_PROCESS	1	data/traits/ecology/habitat_association.yaml
salinity	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/habitat_association.yaml
osmolyte transport and synthesis genes	GENE_OR_PROTEIN	1	data/traits/ecology/habitat_association.yaml
host habitat	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/host_associated.yaml
mucin o-glycans	CHEMICAL	1	data/traits/ecology/host_associated.yaml
cell appendages and adhesins	GENE_OR_PROTEIN	1	data/traits/ecology/host_associated.yaml
attachment to host surfaces	BIOLOGICAL_PROCESS	1	data/traits/ecology/host_associated.yaml
c-di-gmp and camp second messengers	CHEMICAL	1	data/traits/ecology/host_associated.yaml
plant root exudates	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/host_associated.yaml
chemotaxis toward host	BIOLOGICAL_PROCESS	1	data/traits/ecology/host_associated.yaml
mucus layer niches	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/host_associated.yaml
human-adapted virulence factors	GENE_OR_PROTEIN	1	data/traits/ecology/human_pathogen.yaml
human tissue tropism	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
human immune evasion	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
human disease	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
host cell manipulation	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
acquisition of virulence/host-adaptation genes	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
within-host genetic diversification	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
within-host adaptation and chronic infection	BIOLOGICAL_PROCESS	1	data/traits/ecology/human_pathogen.yaml
treatment resistance and persistence	QUALITY	1	data/traits/ecology/human_pathogen.yaml
nutrient and service exchange	BIOLOGICAL_PROCESS	1	data/traits/ecology/mutualism.yaml
reciprocal fitness benefit	QUALITY	1	data/traits/ecology/mutualism.yaml
host control mechanisms	BIOLOGICAL_PROCESS	1	data/traits/ecology/mutualism.yaml
microbial traits beneficial to host	QUALITY	1	data/traits/ecology/mutualism.yaml
co-auxotrophy / cross-feeding architecture	BIOLOGICAL_PROCESS	1	data/traits/ecology/mutualism.yaml
obligate mutualism (syntrophy)	STATE	1	data/traits/ecology/mutualism.yaml
vitamin/n-source/micronutrient exchange	BIOLOGICAL_PROCESS	1	data/traits/ecology/mutualism.yaml
metabolite secretion profile	CHEMICAL	1	data/traits/ecology/mutualism.yaml
mutualism vs antagonism outcome	STATE	1	data/traits/ecology/mutualism.yaml
nodulation signalling	BIOLOGICAL_PROCESS	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
flavonoids	CHEMICAL	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
nod factor (lipochitooligosaccharide)	CHEMICAL	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
leghemoglobin	GENE_OR_PROTEIN	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
nodule oxygen diffusion barrier	CELLULAR_LOCALIZATION	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
microaerobic environment	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
iron availability	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/nitrogen_fixing_symbiosis.yaml
compromised host defense	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/opportunistic_pathogen.yaml
opportunistic infection	BIOLOGICAL_PROCESS	1	data/traits/ecology/opportunistic_pathogen.yaml
epithelial barrier breach / sterile site access	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/opportunistic_pathogen.yaml
antibiotic exposure	CHEMICAL	1	data/traits/ecology/opportunistic_pathogen.yaml
microbiota dysbiosis	STATE	1	data/traits/ecology/opportunistic_pathogen.yaml
opportunist colonization / overgrowth	BIOLOGICAL_PROCESS	1	data/traits/ecology/opportunistic_pathogen.yaml
host colonization without disease	BIOLOGICAL_PROCESS	1	data/traits/ecology/opportunistic_pathogen.yaml
nutritional immunity / iron limitation	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/opportunistic_pathogen.yaml
high-affinity iron acquisition	BIOLOGICAL_PROCESS	1	data/traits/ecology/opportunistic_pathogen.yaml
host resource exploitation	BIOLOGICAL_PROCESS	1	data/traits/ecology/parasitism.yaml
host fitness cost	QUALITY	1	data/traits/ecology/parasitism.yaml
bacterial adhesin activity	MOLECULAR_FUNCTION	1	data/traits/ecology/parasitism.yaml
siderophore secretion	BIOLOGICAL_PROCESS	1	data/traits/ecology/parasitism.yaml
host metal acquisition	BIOLOGICAL_PROCESS	1	data/traits/ecology/parasitism.yaml
pathogen deubiquitinase activity	MOLECULAR_FUNCTION	1	data/traits/ecology/parasitism.yaml
host ubiquitin pathway exploitation	BIOLOGICAL_PROCESS	1	data/traits/ecology/parasitism.yaml
high symbiont density in host tissues	QUALITY	1	data/traits/ecology/parasitism.yaml
copper stress	ENVIRONMENTAL_FACTOR	1	data/traits/ecology/parasitism.yaml
hemoglobin/heme uptake	BIOLOGICAL_PROCESS	1	data/traits/ecology/parasitism.yaml
virulence factors	GENE_OR_PROTEIN	1	data/traits/ecology/pathogenic_to_host.yaml
protein secretion systems	GENE_OR_PROTEIN	1	data/traits/ecology/pathogenic_to_host.yaml
host damage	BIOLOGICAL_PROCESS	1	data/traits/ecology/pathogenic_to_host.yaml
quorum sensing autoinducers	CHEMICAL	1	data/traits/ecology/pathogenic_to_host.yaml
